verso,cancion
pero ya sin poesía,DIOS SABE (FT. PEDRO AZNAR)
dios es quien cruza,DIOS SABE (FT. PEDRO AZNAR)
nuestros caminos,DIOS SABE (FT. PEDRO AZNAR)
Papa papa pa pa uh,DIOS SABE (FT. PEDRO AZNAR)
papa papa pa pa uhuh,DIOS SABE (FT. PEDRO AZNAR)
papau pa papa uhuh,DIOS SABE (FT. PEDRO AZNAR)
Dios es quien cruza nuestros caminos,DIOS SABE (FT. PEDRO AZNAR)
si alguna vez te fueras,DIOS SABE (FT. PEDRO AZNAR)
aún habría primavera,DIOS SABE (FT. PEDRO AZNAR)
el mundo no muestra nada,DIOS SABE (FT. PEDRO AZNAR)
a unos ojos sin mirada,DIOS SABE (FT. PEDRO AZNAR)
Sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
solo Dios lo sabe solo Dios,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
solo Dios lo sabe solo Dios,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
solo Dios lo sabe tan solo Dios,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
solo Dios lo sabe tan solo Dios,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
solo Dios lo sabe tan solo Dios,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
solo Dios lo sabe tan solo Dios,DIOS SABE (FT. PEDRO AZNAR)
sólo Dios sabe nuestros destinos,DIOS SABE (FT. PEDRO AZNAR)
Es mi madre,DANCE (FT. PEDRO AZNAR)
Dónde está mi mapa,DANCE (FT. PEDRO AZNAR)
yo viajé por LAPA,DANCE (FT. PEDRO AZNAR)
dónde coño fui a parar,DANCE (FT. PEDRO AZNAR)
Qué hago en el desierto,DANCE (FT. PEDRO AZNAR)
yo buscaba un puerto,DANCE (FT. PEDRO AZNAR)
y se me aparece un bar,DANCE (FT. PEDRO AZNAR)
Yendo a California,DANCE (FT. PEDRO AZNAR)
me encontré a la momia,DANCE (FT. PEDRO AZNAR)
que me invitó a pasar,DANCE (FT. PEDRO AZNAR)
George Light es la estrella to night,DANCE (FT. PEDRO AZNAR)
George Light es lo más grande que hay,DANCE (FT. PEDRO AZNAR)
si señor tomate este drink,DANCE (FT. PEDRO AZNAR)
la fiesta va a comenzar,DANCE (FT. PEDRO AZNAR)
Soy sevillana señores,DANCE (FT. PEDRO AZNAR)
y también reparto flores,DANCE (FT. PEDRO AZNAR)
cuando me falta el dinero,DANCE (FT. PEDRO AZNAR)
me arrimo a los extranjeros,DANCE (FT. PEDRO AZNAR)
y si no compran mis dones,DANCE (FT. PEDRO AZNAR)
es es que son unos pajeros,DANCE (FT. PEDRO AZNAR)
CucaCucaCucaTrap,DANCE (FT. PEDRO AZNAR)
hay mozos en la pista,DANCE (FT. PEDRO AZNAR)
se me va la vista,DANCE (FT. PEDRO AZNAR)
qué me dieron de tomar,DANCE (FT. PEDRO AZNAR)
Me salieron tres cabezas,DANCE (FT. PEDRO AZNAR)
por nariz tengo una mesa,DANCE (FT. PEDRO AZNAR)
y no paro de girar,DANCE (FT. PEDRO AZNAR)
Yo era un argentino,DANCE (FT. PEDRO AZNAR)
le daba sólo al vino,DANCE (FT. PEDRO AZNAR)
pero esto es otro plan,DANCE (FT. PEDRO AZNAR)
rombo dance,DANCE (FT. PEDRO AZNAR)
Cucamonga Dance,DANCE (FT. PEDRO AZNAR)
padelante y patras,DANCE (FT. PEDRO AZNAR)
Cucamonga Dance,DANCE (FT. PEDRO AZNAR)
pronto lo aprenderás,DANCE (FT. PEDRO AZNAR)
Cucamonga Dance,DANCE (FT. PEDRO AZNAR)
Cucamonga Dance,DANCE (FT. PEDRO AZNAR)
Just a little drink,DANCE (FT. PEDRO AZNAR)
just a little drink,DANCE (FT. PEDRO AZNAR)
just a little drink,DANCE (FT. PEDRO AZNAR)
there is a fine line between,DANCE (FT. PEDRO AZNAR)
travelling and becoming a monster,DANCE (FT. PEDRO AZNAR)
Diana nació sin bienvenidas en la ciudad,(FT. PEDRO AZNAR)
Diana jugó a las escondidas por no llorar,(FT. PEDRO AZNAR)
nadie logró ponerle fin a su libertad,(FT. PEDRO AZNAR)
Diana de nada nunca tendrás nada de Diana,(FT. PEDRO AZNAR)
por buscar nada de más,(FT. PEDRO AZNAR)
Ella encontraba almas dormidas al despertar,(FT. PEDRO AZNAR)
cada mañana una nueva calle un nuevo lugar,(FT. PEDRO AZNAR)
como los gatos nueve vidas ningún hogar,(FT. PEDRO AZNAR)
Diana de nada nunca tendrás nada de Diana,(FT. PEDRO AZNAR)
por buscar nada de más,(FT. PEDRO AZNAR)
Alguien entró en la oscuridad,(FT. PEDRO AZNAR)
y la vio brillar y la oyó cantar,(FT. PEDRO AZNAR)
esa melodía de amor como el viento,(FT. PEDRO AZNAR)
como una flor como el tiempo,(FT. PEDRO AZNAR)
bajo el disfraz la eternidad,(FT. PEDRO AZNAR)
Diana nació como escondida en ningún lugar,(FT. PEDRO AZNAR)
Diana jugó sin bienvenidas a la libertad,(FT. PEDRO AZNAR)
nadie logró ponerle trampas en la ciudad,(FT. PEDRO AZNAR)
ella encontraba nuevas calles ningún hogar,(FT. PEDRO AZNAR)
cada mañana almas dormidas al despertar,(FT. PEDRO AZNAR)
como los gatos nueve vidas por no llorar,(FT. PEDRO AZNAR)
No voy en tren voy en avión,VOY EN TREN
no necesito a nadie a nadie alrededor,VOY EN TREN
Porque no hay nadie que mi piel resista,VOY EN TREN
porque no hay nadie que yo quiera ver,VOY EN TREN
no veo televisión ni las revistas,VOY EN TREN
no veo ya nada que no pueda hacer,VOY EN TREN
No voy en tren voy en avión,VOY EN TREN
no necesito a nadie a nadie alrededor,VOY EN TREN
Cuando era niño nunca fui muy listo,VOY EN TREN
tocaba el piano como un animal,VOY EN TREN
yo sé que algunos piensan que soy mixto,VOY EN TREN
pero yo tengo personalidad,VOY EN TREN
Yo soy de la Cruz del sur,VOY EN TREN
soy el que cierra y el que apaga la luz,VOY EN TREN
yo soy de la Cruz del sur,VOY EN TREN
aquí y en anywhere,VOY EN TREN
No voy en tren voy en avión,VOY EN TREN
no necesito a nadie a nadie alrededor.,VOY EN TREN
Yo quise el fin y había más,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo quise más no había fin,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
lo que yo quise encontrar,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
estaba atrás y no aquí,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
Desde las sombras no ví las,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
sombras y no ví luz,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
No voy a llorar,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
si nadie me acompaña,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
no voy a dejar ni un camino sin andar,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
aunque sea el fin del amor,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo he visto el fin del disfraz,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo quiero el fin del dolor,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
pero no hay fin siempre hay más,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
No existe sombra,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
no existe culpa,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
no existe cruz,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
No voy a esperar,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
las caras que yo extraño,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
no voy a esperar,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
que el destino hable por mí,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
y en medio de las lluvias del invierno,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
no hay tiempo ni lugar,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo sé que entenderás,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
que amor para quien busca una respuesta,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
es un poquito más que hacerme bien,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
Yo tuve el fin y era más,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo tuve el más y era el fin,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo tuve el mundo a mis pies,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
y no era nada sin tí,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
crucé la línea final por,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
Tu amor,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
tan fuerte como el no-amor,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
tu amor,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
parábola de un mundo mejor,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
tu amor me enseña a vivir,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
tu amor me enseña a sentir tu amor,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
Yo tuve el fin y era más,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo tuve más y era el fin,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
yo tuve el mundo a mis pies y no era nada sin tí,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
seremos salvos por nuestro amor.,AMOR BY CHARLY GARCÍA Y PEDRO AZNAR
Oh no puedes ser feliz,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
con tanta gente hablando a tu alrededor,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
dame tu amor a mí,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
le estoy hablando hablando hablando a tu corazón,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
Cuando estás muy sola sola en la calle,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
con tanta gente hablando hablando a tu alrededor,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
necesitas a alguien que te acompañe,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
le estoy hablando hablando hablando a tu corazón,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
No importa el lenguaje ni las palabras,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
ni las fronteras que separan a nuestro amor,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
quiero que me escuches y que te abras,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
le estoy hablando hablando hablando a tu corazón.,A TU CORAZÓN BY CHARLY GARCÍA Y PEDRO AZNAR
La indómita luz,POR VOS
se hizo carne en mí,POR VOS
y lo dejé todo por esta soledad,POR VOS
y leo revistas,POR VOS
en la tempestad,POR VOS
Hice sacrificio,POR VOS
abracé la cruz al amanecer,POR VOS
rezo rezo rezo rezo por vos,POR VOS
Morí sin morir,POR VOS
y me abracé al dolor,POR VOS
y lo dejé todo por esta soledad,POR VOS
ya se hizo de noche,POR VOS
y ahora estoy aquí,POR VOS
Mi cuerpo se cae,POR VOS
sólo veo la cruz al amanecer,POR VOS
rezo rezo rezo rezo por vos,POR VOS
Y curé mis heridas,POR VOS
y me encendí de amor,POR VOS
y quemé las cortinas,POR VOS
y me encendí de amor,POR VOS
de amor sagrado,POR VOS
Y entonces,POR VOS
rezo rezo rezo rezo por vos.,POR VOS
No razonar desaparecer,SIENTO MUCHO MEJOR
cuando tenías que estar,SIENTO MUCHO MEJOR
te echaste a correr,SIENTO MUCHO MEJOR
Lo que hiciste en ti,SIENTO MUCHO MEJOR
no tiene perdón,SIENTO MUCHO MEJOR
y yo sé que me siento,SIENTO MUCHO MEJOR
mucho más fuerte,SIENTO MUCHO MEJOR
sin tu amor,SIENTO MUCHO MEJOR
Mucho tiempo atrás,SIENTO MUCHO MEJOR
me hiciste sentir,SIENTO MUCHO MEJOR
que nuestro amor era más,SIENTO MUCHO MEJOR
y de esa forma vivir,SIENTO MUCHO MEJOR
No sé más quien soy,SIENTO MUCHO MEJOR
de qué te reís,SIENTO MUCHO MEJOR
y ahora sé que me siento,SIENTO MUCHO MEJOR
mucho más fuerte sin tu amor,SIENTO MUCHO MEJOR
sin tu amor,SIENTO MUCHO MEJOR
No sé qué hacer,SIENTO MUCHO MEJOR
no sé qué decir,SIENTO MUCHO MEJOR
cuando tenías que estar,SIENTO MUCHO MEJOR
te echaste a reír,SIENTO MUCHO MEJOR
Lo que hiciste en mi,SIENTO MUCHO MEJOR
no tiene perdón,SIENTO MUCHO MEJOR
y ahora sé que me siento,SIENTO MUCHO MEJOR
mucho mas fuerte sin tu amor,SIENTO MUCHO MEJOR
Y yo sé que me siento,SIENTO MUCHO MEJOR
mucho más fuerte,SIENTO MUCHO MEJOR
sin tu amor.,SIENTO MUCHO MEJOR
Estás buscando un viejo camisón,UN SÍMBOLO DE PAZ
estás buscando alguna religión,UN SÍMBOLO DE PAZ
estás buscando un símbolo de paz,UN SÍMBOLO DE PAZ
Estás buscando un incienso ya,UN SÍMBOLO DE PAZ
estás buscando un sueño en el placard.,UN SÍMBOLO DE PAZ
estás buscando un símbolo de paz,UN SÍMBOLO DE PAZ
Y damos vueltas a la heladera,UN SÍMBOLO DE PAZ
y solo queda un limón sin exprimir,UN SÍMBOLO DE PAZ
nos divertimos en primavera,UN SÍMBOLO DE PAZ
y en invierno nos queremos morir,UN SÍMBOLO DE PAZ
Estás buscando un porro de papá,UN SÍMBOLO DE PAZ
estás buscando un saco de mamá,UN SÍMBOLO DE PAZ
porque si nada queda nada da,UN SÍMBOLO DE PAZ
Estás buscando un incienso ya,UN SÍMBOLO DE PAZ
estás buscando un sueño en el placard,UN SÍMBOLO DE PAZ
estás buscando un símbolo de paz,UN SÍMBOLO DE PAZ
Y damos vuelta a la discoteca,UN SÍMBOLO DE PAZ
y ya no quedan ganas de sonreír,UN SÍMBOLO DE PAZ
nos divertimos en primavera,UN SÍMBOLO DE PAZ
y en invierno nos queremos morir,UN SÍMBOLO DE PAZ
Será porque nos queremos sentir bien,UN SÍMBOLO DE PAZ
que ahora estamos bailando entre la gente,UN SÍMBOLO DE PAZ
será porque nos queremos sentir bien,UN SÍMBOLO DE PAZ
que ahora todo suena diferente.,UN SÍMBOLO DE PAZ
Y damos vueltas a la heladera,UN SÍMBOLO DE PAZ
y solo queda un limón sin exprimir,UN SÍMBOLO DE PAZ
nos divertimos en primavera,UN SÍMBOLO DE PAZ
y en invierno nos queremos morir.,UN SÍMBOLO DE PAZ
Pedimos perdón,MÁQUINA DE SER FELIZ
corriendo enmascarando el fin,MÁQUINA DE SER FELIZ
por eso te busqué por eso diseñé,MÁQUINA DE SER FELIZ
la máquina de ser feliz,MÁQUINA DE SER FELIZ
Plateada y lunar,MÁQUINA DE SER FELIZ
remotamente digital,MÁQUINA DE SER FELIZ
no tiene que hacer bien no tiene que hacer mal,MÁQUINA DE SER FELIZ
es inocencia artificial,MÁQUINA DE SER FELIZ
Prende y se apaga sola,MÁQUINA DE SER FELIZ
sale después de hora,MÁQUINA DE SER FELIZ
Hay tanta gente sola,MÁQUINA DE SER FELIZ
hoy tanta gente llora,MÁQUINA DE SER FELIZ
Con forma de un pez,MÁQUINA DE SER FELIZ
nadando en mares de Ravel,MÁQUINA DE SER FELIZ
no sé si la robé no sé si la pedí,MÁQUINA DE SER FELIZ
o simplemente estuvo ahí,MÁQUINA DE SER FELIZ
Un día se me fue,MÁQUINA DE SER FELIZ
ese día yo volví a reír,MÁQUINA DE SER FELIZ
y la felicidad persiste en soledad,MÁQUINA DE SER FELIZ
la máquina no puede dar,MÁQUINA DE SER FELIZ
Prende y se apaga sola,MÁQUINA DE SER FELIZ
sale después de hora,MÁQUINA DE SER FELIZ
la máquina de ser feliz,MÁQUINA DE SER FELIZ
Hay tanta gente sola,MÁQUINA DE SER FELIZ
hoy tanta gente llora.,MÁQUINA DE SER FELIZ
La máquina de ser feliz,MÁQUINA DE SER FELIZ
la tiene el Papa la tengo yo,MÁQUINA DE SER FELIZ
La máquina de ser feliz.,MÁQUINA DE SER FELIZ
No voy a parar,8FANKY
yo no tengo dudas,8FANKY
no voy a bajar,8FANKY
déjalo que suba,8FANKY
Por eso no quiero parar,8FANKY
ya no tengo dudas,8FANKY
no voy a bajar,8FANKY
déjalo que suba,8FANKY
Gozar es tan parecido al amor,8FANKY
gozar es tan diferente al amor,8FANKY
El cambió una dirección,8FANKY
otra oportunidad merece alguna decisión,8FANKY
Basta,8FANKY
No voy a parar,8FANKY
yo no tengo dudas,8FANKY
no voy a bajar,8FANKY
déjalo que suba,8FANKY
Gozar es tan parecido al amor,8FANKY
gozar es tan diferente a matar,8FANKY
Cuando pienso en el fin,8FANKY
cuando pienso en todo lo que dí.,8FANKY
cuando miro el final,8FANKY
cuando sueño que todo va a acabar,8FANKY
Gozar es tan necesario mi amor,8FANKY
gozar es tan diferente al amor.,8FANKY
Éxtasis,RUTA DEL TEMTEMPIÉ
todo el tiempo vivo en éxtasis,RUTA DEL TEMTEMPIÉ
una forma de amor,RUTA DEL TEMTEMPIÉ
un remedio de ser feliz,RUTA DEL TEMTEMPIÉ
Es para mí,RUTA DEL TEMTEMPIÉ
todo el tiempo vivo en éxtasis,RUTA DEL TEMTEMPIÉ
un misterio de amor,RUTA DEL TEMTEMPIÉ
una forma de ser feliz,RUTA DEL TEMTEMPIÉ
Nunca me animé a decirte nada,RUTA DEL TEMTEMPIÉ
nunca me animé a mostrar mi amor,RUTA DEL TEMTEMPIÉ
Nunca penetré en tu mirada,RUTA DEL TEMTEMPIÉ
Éxtasis,RUTA DEL TEMTEMPIÉ
todo el mundo quiere éxtasis,RUTA DEL TEMTEMPIÉ
un misterio de amor,RUTA DEL TEMTEMPIÉ
una forma de ser feliz,RUTA DEL TEMTEMPIÉ
Resiste yo sé que existe amor en tu piel.,RUTA DEL TEMTEMPIÉ
resiste yo se que existe amor en tu piel,RUTA DEL TEMTEMPIÉ
Y no voy a esperar,RUTA DEL TEMTEMPIÉ
y no voy a correr,RUTA DEL TEMTEMPIÉ
y no voy a ganar,RUTA DEL TEMTEMPIÉ
y no voy a perder,RUTA DEL TEMTEMPIÉ
Soy un típico ser en la ruta del tentempié.,RUTA DEL TEMTEMPIÉ
Ya ves amantes otra vez,10LLUVIA
por eso es que hoy llovió,10LLUVIA
ya ves modelos de papel,10LLUVIA
no las critiques vos,10LLUVIA
Ya ves que no te puedo dejar,10LLUVIA
las cosas que quisiste tener,10LLUVIA
ya ves amantes otra vez,10LLUVIA
por eso es que hoy llovió,10LLUVIA
Ya ves no puedes entender,10LLUVIA
a tu reputación,10LLUVIA
no ves el gato que hay en vos,10LLUVIA
no te lo digo yo,10LLUVIA
Ya ves que yo no te puedo dar,10LLUVIA
las cosas que quisiste dejar,10LLUVIA
ya ves amantes otra vez,10LLUVIA
por eso es que hoy llovió,10LLUVIA
Me escapé por ahí,10LLUVIA
y el colchón me chupó la angustia,10LLUVIA
y vas a estar bien,10LLUVIA
cuando el sol no nos vuelva locos,10LLUVIA
Ya ves que ya no quiero nada,10LLUVIA
no quiero nada más de vos,10LLUVIA
ya ves amantes otra vez,10LLUVIA
por eso es que hoy llovió,10LLUVIA
Ya ves que no te puedo dejar,10LLUVIA
las cosas que quisiste tener,10LLUVIA
ya ves amantes otra vez,10LLUVIA
por eso es que hoy llovió,10LLUVIA
Me escapé una vez,10LLUVIA
me metí en un cine sucio,10LLUVIA
y ví cómo él bailaba,10LLUVIA
en la lluvia era,10LLUVIA
Una película gastada,10LLUVIA
una película en color,10LLUVIA
ya ves amantes en la lluvia,10LLUVIA
te lo digo yo.,10LLUVIA
Yo nunca fui a New York,- CHIPI
no sé lo que es París,- CHIPI
vivo bajo la tierra,- CHIPI
vivo dentro de mi,- CHIPI
Yo no tengo un espejo,- CHIPI
no tengo un souvenir,- CHIPI
la lágrima me habla,- CHIPI
y está dentro de mi,- CHIPI
Yo solo tengo esta pobre antena,- CHIPI
que me transmite lo que decís,- CHIPI
una canción mi ilusión mis penas,- CHIPI
y este souvenir,- CHIPI
Yo subo la escalera,- CHIPI
yo cumplo una misión,- CHIPI
la lágrima me dice,- CHIPI
que yo tampoco soy,- CHIPI
la hija de una amor,- CHIPI
la hija del dolor,- CHIPI
la hija que no espera,- CHIPI
tu tiempo se acabó,- CHIPI
Si este dolor durará por siempre,- CHIPI
no digas nada vete de aquí,- CHIPI
porque yo estoy donde nunca voy,- CHIPI
donde nunca fui,- CHIPI
Tómalo con calma,- CHIPI
la cosa es así,- CHIPI
ya se hace de noche,- CHIPI
me tengo que ir,- CHIPI
Chipi chipi chipi,- CHIPI
chipi bombón bombón,- CHIPI
bombón,- CHIPI
chipi chipi bombón,- CHIPI
Ya no te pienso esperar por siempre,- CHIPI
porque el mercurio lo tengo aquí,- CHIPI
ya no digas mas palabras men,- CHIPI
ya me voy de aquí,- CHIPI
Y no te olvides nunca que,- CHIPI
.,- CHIPI
Esta canción durará por siempre,- CHIPI
por eso mismo yo la hice así,- CHIPI
una canción sin amor,- CHIPI
sin dolor,- CHIPI
la canción sin fin.,- CHIPI
Conozco un empleado,BARATA Y ZAPATOS DE GOMA
que fue muerto de pena,BARATA Y ZAPATOS DE GOMA
enamorado de las sirenas,BARATA Y ZAPATOS DE GOMA
El cine de mi barrio,BARATA Y ZAPATOS DE GOMA
ya me mostró la escena,BARATA Y ZAPATOS DE GOMA
no vi tu alma y quería tus venas,BARATA Y ZAPATOS DE GOMA
Y en este torbellino,BARATA Y ZAPATOS DE GOMA
dónde nada importa,BARATA Y ZAPATOS DE GOMA
me sentí solo y te perdí,BARATA Y ZAPATOS DE GOMA
pero sí vi tus ojos,BARATA Y ZAPATOS DE GOMA
y hasta comí la arena,BARATA Y ZAPATOS DE GOMA
quise quedarme pero me fui,BARATA Y ZAPATOS DE GOMA
Filosofía barata y zapatos de goma,BARATA Y ZAPATOS DE GOMA
ni ésta mentira te hace feliz,BARATA Y ZAPATOS DE GOMA
quise quedarme cuando morí de pena,BARATA Y ZAPATOS DE GOMA
quise quedarme pero me fui,BARATA Y ZAPATOS DE GOMA
Y en la terminal,BARATA Y ZAPATOS DE GOMA
y en la terminal,BARATA Y ZAPATOS DE GOMA
estoy descalzo,BARATA Y ZAPATOS DE GOMA
y te espero a ti,BARATA Y ZAPATOS DE GOMA
El ómnibus se ha ido,BARATA Y ZAPATOS DE GOMA
el amor se ha vencido,BARATA Y ZAPATOS DE GOMA
quise quedarme pero me fui,BARATA Y ZAPATOS DE GOMA
Filosofía barata y zapatos de goma,BARATA Y ZAPATOS DE GOMA
ni ésta mentira te hace feliz,BARATA Y ZAPATOS DE GOMA
quise quedarme cuando morí de pena,BARATA Y ZAPATOS DE GOMA
quise quedarme pero me fui,BARATA Y ZAPATOS DE GOMA
Filosofía barata y zapatos de goma,BARATA Y ZAPATOS DE GOMA
quizás es todo lo que te di.,BARATA Y ZAPATOS DE GOMA
Vamos al campo,DE LAS HORMIGAS
a descansar,DE LAS HORMIGAS
no queda nada nada nada que jalar,DE LAS HORMIGAS
de vacaciones me quiero ir,DE LAS HORMIGAS
a ver las focas y el casino en la Feliz,DE LAS HORMIGAS
No me banco las hormigas,DE LAS HORMIGAS
por favor pasame el Raid,DE LAS HORMIGAS
no me banco las hormigas,DE LAS HORMIGAS
por favor pasame el Raid,DE LAS HORMIGAS
No tengo teca,DE LAS HORMIGAS
no tengo grass,DE LAS HORMIGAS
y la heladera no funciona,DE LAS HORMIGAS
porque la misma es a gas.,DE LAS HORMIGAS
comida no hay más,DE LAS HORMIGAS
Estoy en el medio de la selva,DE LAS HORMIGAS
esto no lo aguanto más,DE LAS HORMIGAS
No me banco las hormigas,DE LAS HORMIGAS
yo me vuelvo a la ciudad.,DE LAS HORMIGAS
En la primera hora,14OTRO
me dieron el papel,14OTRO
la concha de la lora,14OTRO
ahora lo tiene él,14OTRO
Por eso yo ya quiero,14OTRO
otro otro otro,14OTRO
yo quiero otro nada más,14OTRO
otro otro otro,14OTRO
Yo quería ser fascista,14OTRO
pero no me fue bien,14OTRO
después psicoanalista,14OTRO
pero ahí me asusté,14OTRO
la medicina quiero,14OTRO
otro otro otro,14OTRO
querían a otro en mi lugar,14OTRO
otro otro otro.,14OTRO
Al fin llegó la primavera,15PRIMAVERA
al fin iremos a pasear,15PRIMAVERA
al fin la ropa de la escuela,15PRIMAVERA
se empezará a deshilachar,15PRIMAVERA
Y seremos hoy más jóvenes que ayer,15PRIMAVERA
es que el sol nos va a invitar a renacer,15PRIMAVERA
Ahora que estoy rehabilitado,15PRIMAVERA
saldré de gira y otra vez,15PRIMAVERA
me encerrarán cuando se acabe,15PRIMAVERA
y roben lo que yo gané,15PRIMAVERA
Porque a mí ya no me importa discutir,15PRIMAVERA
es la inteligencia lo que lo hace huir,15PRIMAVERA
No me mostrés tus celulares,15PRIMAVERA
con su gramática fatal,15PRIMAVERA
arroba punto ja ja sabes,15PRIMAVERA
gramática vegetal,15PRIMAVERA
porque pronto dejarán de funcionar,15PRIMAVERA
estarás en este mundo digital,15PRIMAVERA
Al fin llegó la primavera,15PRIMAVERA
al fin saldremos a pasear,15PRIMAVERA
al fin al viento las polleras,15PRIMAVERA
al fin piropos al pasar,15PRIMAVERA
Porque siempre estaré pronto a renacer,15PRIMAVERA
porque hoy yo estoy más joven que ayer,15PRIMAVERA
que ayer que ayer.,15PRIMAVERA
Ella es tan chica tan drogadicta,ES TAN KUBRICK
ella no sabe mucho más qué hacer,ES TAN KUBRICK
tiene un cuaderno un diario eterno,ES TAN KUBRICK
bien escondido dentro de su piel,ES TAN KUBRICK
Ella es tan Kubrick si la descubren,ES TAN KUBRICK
sería una estrella de primer nivel,ES TAN KUBRICK
pero su madre junto a su padre,ES TAN KUBRICK
seguro todo lo echan a perder,ES TAN KUBRICK
Ella es lolita es Nicole Kidman,ES TAN KUBRICK
full metal jacket de un rincón burdel,ES TAN KUBRICK
es esquizoide no es celuloide,ES TAN KUBRICK
no es resplandor ni siquiera un hotel,ES TAN KUBRICK
Pero su madre junto a su padre,ES TAN KUBRICK
no ven la artista que se va a perder,ES TAN KUBRICK
Yo la vi un día transportando un vinilo,ES TAN KUBRICK
me hizo acordar un poco a Fabi Cantilo,ES TAN KUBRICK
me sorprendió que me haya reconocido,ES TAN KUBRICK
sopló mi rostro y juro que me pegó,ES TAN KUBRICK
Ella es tan chica tan drogadicta,ES TAN KUBRICK
ella no sabe mucho más qué hacer,ES TAN KUBRICK
ella es tan Kubrick si la descubren,ES TAN KUBRICK
sería una estrella de primer nivel.,ES TAN KUBRICK
Cuando estés mal cuando estés solo,MÍ
cuando ya estés cansado de llorar,MÍ
no te olvides de mí,MÍ
porque sé que te puedo estimular,MÍ
Cuando me mires a los ojos,MÍ
y mi mirada esté en otro lugar,MÍ
no te acerques a mí,MÍ
porque sé que te puedo lastimar,MÍ
No pienses que estoy loco,MÍ
es sólo una manera de actuar,MÍ
no pienses que estoy solo,MÍ
estoy comunicado con todo lo demás,MÍ
Por eso,MÍ
